part_number,time_period,Inventory,PositiveSlack,NegativeSlack,DemandSlack
part104,10,0.0,0.0,1130.0,0.0
part104,11,0.0,0.0,2250.0,0.0
part104,12,0.0,0.0,2250.0,0.0
part104,13,0.0,0.0,2250.0,0.0
part105,1,8616.0,0.0,18000.0,0.0
part105,2,17528.0,0.0,18000.0,0.0
part105,3,26256.0,0.0,18000.0,0.0
part105,4,34304.0,0.0,18000.0,0.0
part105,5,43032.0,0.0,18000.0,0.0
part105,6,52176.0,0.0,18000.0,0.0
part105,7,60312.0,0.0,18000.0,0.0
part105,8,68680.0,0.0,18000.0,0.0
part105,9,77424.0,0.0,18000.0,0.0
part105,10,85384.0,0.0,18000.0,0.0
part105,11,76256.0,0.0,18000.0,0.0
part105,12,67400.0,0.0,18000.0,0.0
part105,13,58440.0,0.0,18000.0,0.0
part106,1,0.0,-0.0,0.0,0.0
part106,2,0.0,-0.0,0.0,0.0
part106,3,0.0,-0.0,0.0,0.0
part106,4,0.0,-0.0,0.0,0.0
part106,5,0.0,-0.0,0.0,0.0
part106,6,0.0,-0.0,0.0,0.0
part106,7,0.0,-0.0,0.0,0.0
part106,8,0.0,-0.0,0.0,0.0
part106,9,0.0,-0.0,0.0,0.0
part106,10,0.0,-0.0,0.0,0.0
part106,11,0.0,-0.0,0.0,0.0
part106,12,0.0,-0.0,0.0,0.0
part106,13,0.0,-0.0,0.0,0.0
part107,1,10770.0,0.0,22500.0,0.0
part107,2,21910.0,0.0,22500.0,0.0
part107,3,32820.0,0.0,22500.0,0.0
part107,4,42880.0,0.0,22500.0,0.0
part107,5,53790.0,0.0,22500.0,0.0
part107,6,65220.0,0.0,22500.0,0.0
part107,7,75390.0,0.0,22500.0,0.0
part107,8,63850.0,0.0,22500.0,0.0
part107,9,52780.0,0.0,22500.0,0.0
part107,10,40730.0,0.0,22500.0,0.0
part107,11,29320.0,0.0,22500.0,0.0
part107,12,18250.0,0.0,22500.0,0.0
part107,13,7050.0,0.0,22500.0,0.0
part108,1,4308.0,0.0,8964.0,0.0
part108,2,0.0,0.0,4564.0,0.0
part108,3,0.0,0.0,4224.0,0.0
part108,4,0.0,0.0,4564.0,0.0
part108,5,0.0,0.0,4772.0,0.0
part108,6,0.0,0.0,4268.0,0.0
part108,7,0.0,0.0,4384.0,0.0
part108,8,0.0,0.0,4572.0,0.0
part108,9,0.0,0.0,4180.0,0.0
part108,10,0.0,0.0,4436.0,0.0
part108,11,0.0,0.0,4572.0,0.0
part108,12,0.0,0.0,4520.0,0.0
part108,13,0.0,0.0,9000.0,0.0
part109,1,5385.0,0.0,11205.0,0.0
part109,2,0.0,0.0,5705.0,0.0
part109,3,0.0,0.0,5280.0,0.0
part109,4,0.0,0.0,5705.0,0.0
part109,5,0.0,0.0,5965.0,0.0
part109,6,0.0,0.0,5335.0,0.0
part109,7,0.0,0.0,5480.0,0.0
part109,8,0.0,0.0,5715.0,0.0
part109,9,0.0,0.0,5225.0,0.0
part109,10,0.0,0.0,5545.0,0.0
part109,11,0.0,0.0,5715.0,0.0
part109,12,0.0,0.0,5650.0,0.0
part109,13,0.0,0.0,11250.0,0.0
part11,1,9693.0,0.0,0.0,0.0
part11,2,19719.0,0.0,0.0,0.0
part11,3,29538.0,0.0,0.0,0.0
part11,4,38592.0,0.0,0.0,0.0
part11,5,29611.0,0.0,0.0,0.0
part11,6,21098.0,0.0,0.0,0.0
part11,7,11451.0,0.0,0.0,0.0
part11,8,2065.0,0.0,0.0,0.0
part11,9,0.0,0.0,0.0,6898.0
part11,10,0.0,0.0,0.0,9845.0
part11,11,0.0,0.0,0.0,8269.0
part11,12,0.0,0.0,0.0,7963.0
part11,13,0.0,0.0,1000.0,8080.0
part110,1,6462.0,0.0,12210.0,0.0
part110,2,13146.0,0.0,13500.0,0.0
part110,3,19692.0,0.0,13500.0,0.0
part110,4,25728.0,0.0,13500.0,0.0
part110,5,20364.0,0.0,6858.0,0.0
part110,6,14022.0,0.0,6270.0,0.0
part110,7,6924.0,0.0,6654.0,0.0
part110,8,0.0,0.0,6858.0,0.0
part110,9,0.0,0.0,6780.0,0.0
part110,10,0.0,0.0,13500.0,0.0
part110,11,0.0,0.0,13500.0,0.0
part110,12,0.0,0.0,13500.0,0.0
part110,13,0.0,0.0,13500.0,0.0
part111,1,9693.0,0.0,17307.0,0.0
part111,2,19719.0,0.0,20250.0,0.0
part111,3,29538.0,0.0,20250.0,0.0
part111,4,38592.0,0.0,20250.0,0.0
part111,5,48411.0,0.0,20250.0,0.0
part111,6,41841.0,0.0,9981.0,0.0
part111,7,31194.0,0.0,10287.0,0.0
part111,8,20808.0,0.0,10170.0,0.0
part111,9,10845.0,0.0,20250.0,0.0
part111,10,0.0,0.0,20250.0,0.0
part111,11,0.0,0.0,20250.0,0.0
part111,12,0.0,0.0,20250.0,0.0
part111,13,0.0,0.0,20250.0,0.0
part112,1,1077.0,0.0,2250.0,0.0
part112,2,2191.0,0.0,2250.0,0.0
part112,3,3282.0,0.0,2250.0,0.0
part112,4,4288.0,0.0,2250.0,0.0
part112,5,5379.0,0.0,2250.0,0.0
part112,6,6522.0,0.0,2250.0,0.0
part112,7,7539.0,0.0,2250.0,0.0
part112,8,8585.0,0.0,2250.0,0.0
part112,9,9678.0,0.0,2250.0,0.0
part112,10,10673.0,0.0,2250.0,0.0
part112,11,9532.0,0.0,2250.0,0.0
part112,12,8425.0,0.0,2250.0,0.0
part112,13,7305.0,0.0,2250.0,0.0
part113,1,10770.0,0.0,22500.0,0.0
part113,2,21910.0,0.0,22500.0,0.0
part113,3,32820.0,0.0,22500.0,0.0
part113,4,42880.0,0.0,22500.0,0.0
part113,5,53790.0,0.0,22500.0,0.0
part113,6,65220.0,0.0,22500.0,0.0
part113,7,75390.0,0.0,22500.0,0.0
part113,8,85850.0,0.0,22500.0,0.0
part113,9,96780.0,0.0,22500.0,0.0
part113,10,106730.0,0.0,22500.0,0.0
part113,11,117320.0,0.0,22500.0,0.0
part113,12,128250.0,0.0,22500.0,0.0
part113,13,139050.0,0.0,22500.0,0.0
part114,1,7539.0,0.0,15750.0,0.0
part114,2,15337.0,0.0,15750.0,0.0
part114,3,22974.0,0.0,15750.0,0.0
part114,4,30016.0,0.0,15750.0,0.0
part114,5,37653.0,0.0,15750.0,0.0
part114,6,45654.0,0.0,15750.0,0.0
part114,7,52773.0,0.0,15750.0,0.0
part114,8,44695.0,0.0,15750.0,0.0
part114,9,36946.0,0.0,15750.0,0.0
part114,10,28511.0,0.0,15750.0,0.0
part114,11,20524.0,0.0,15750.0,0.0
part114,12,12775.0,0.0,15750.0,0.0
part114,13,4935.0,0.0,15750.0,0.0
part115,1,2154.0,0.0,4500.0,0.0
part115,2,4382.0,0.0,4500.0,0.0
part115,3,6564.0,0.0,4500.0,0.0
part115,4,8576.0,0.0,4500.0,0.0
part115,5,10758.0,0.0,4500.0,0.0
part115,6,13044.0,0.0,4500.0,0.0
part115,7,15078.0,0.0,4500.0,0.0
part115,8,17170.0,0.0,4500.0,0.0
part115,9,19356.0,0.0,4500.0,0.0
part115,10,21346.0,0.0,4500.0,0.0
part115,11,23464.0,0.0,4500.0,0.0
part115,12,25650.0,0.0,4500.0,0.0
part115,13,27810.0,0.0,4500.0,0.0
part116,1,7539.0,0.0,15750.0,0.0
part116,2,15337.0,0.0,15750.0,0.0
part116,3,22974.0,0.0,15750.0,0.0
part116,4,30016.0,0.0,15750.0,0.0
part116,5,37653.0,0.0,15750.0,0.0
part116,6,45654.0,0.0,15750.0,0.0
part116,7,52773.0,0.0,15750.0,0.0
part116,8,60095.0,0.0,15750.0,0.0
part116,9,67746.0,0.0,15750.0,0.0
part116,10,59311.0,0.0,15750.0,0.0
part116,11,51324.0,0.0,15750.0,0.0
part116,12,43575.0,0.0,15750.0,0.0
part116,13,35735.0,0.0,15750.0,0.0
part117,1,2154.0,0.0,4500.0,0.0
part117,2,4382.0,0.0,4500.0,0.0
part117,3,6564.0,0.0,4500.0,0.0
part117,4,8576.0,0.0,4500.0,0.0
part117,5,10758.0,0.0,4500.0,0.0
part117,6,13044.0,0.0,4500.0,0.0
part117,7,15078.0,0.0,4500.0,0.0
part117,8,17170.0,0.0,4500.0,0.0
part117,9,19356.0,0.0,4500.0,0.0
part117,10,21346.0,0.0,4500.0,0.0
part117,11,19064.0,0.0,4500.0,0.0
part117,12,16850.0,0.0,4500.0,0.0
part117,13,14610.0,0.0,4500.0,0.0
part118,1,6462.0,0.0,11538.0,0.0
part118,2,13146.0,0.0,13500.0,0.0
part118,3,19692.0,0.0,13500.0,0.0
part118,4,25728.0,0.0,13500.0,0.0
part118,5,32274.0,0.0,13500.0,0.0
part118,6,27894.0,0.0,6654.0,0.0
part118,7,20796.0,0.0,6858.0,0.0
part118,8,13872.0,0.0,6780.0,0.0
part118,9,7230.0,0.0,13500.0,0.0
part118,10,0.0,0.0,13500.0,0.0
part118,11,0.0,0.0,13500.0,0.0
part118,12,0.0,0.0,13500.0,0.0
part118,13,0.0,0.0,13500.0,0.0
part119,1,10770.0,0.0,18750.0,0.0
part119,2,21910.0,0.0,22500.0,0.0
part119,3,32820.0,0.0,22500.0,0.0
part119,4,42880.0,0.0,22500.0,0.0
part119,5,53790.0,0.0,22500.0,0.0
part119,6,65220.0,0.0,22500.0,0.0
part119,7,57140.0,0.0,11300.0,0.0
part119,8,45600.0,0.0,22500.0,0.0
part119,9,34530.0,0.0,22500.0,0.0
part119,10,22480.0,0.0,22500.0,0.0
part119,11,11070.0,0.0,22500.0,0.0
part119,12,0.0,0.0,22500.0,0.0
part119,13,0.0,0.0,22500.0,0.0
part12,1,4308.0,0.0,7692.0,0.0
part12,2,8764.0,0.0,9000.0,0.0
part12,3,13128.0,0.0,9000.0,0.0
part12,4,17152.0,0.0,9000.0,0.0
part12,5,21516.0,0.0,9000.0,0.0
part12,6,18596.0,0.0,4436.0,0.0
part12,7,13864.0,0.0,4572.0,0.0
part12,8,9248.0,0.0,4520.0,0.0
part12,9,4820.0,0.0,9000.0,0.0
part12,10,0.0,0.0,9000.0,0.0
part12,11,0.0,0.0,9000.0,0.0
part12,12,0.0,0.0,9000.0,0.0
part12,13,0.0,0.0,9000.0,0.0
part120,1,5385.0,0.0,10690.0,0.0
part120,2,10955.0,0.0,11250.0,0.0
part120,3,5970.0,0.0,5705.0,0.0
part120,4,0.0,0.0,5965.0,0.0
part120,5,0.0,0.0,5335.0,0.0
part120,6,0.0,0.0,5480.0,0.0
part120,7,0.0,0.0,5715.0,0.0
part120,8,0.0,0.0,5225.0,0.0
part120,9,0.0,0.0,5545.0,0.0
part120,10,0.0,0.0,5715.0,0.0
part120,11,0.0,0.0,5650.0,0.0
part120,12,0.0,0.0,11250.0,0.0
part120,13,0.0,0.0,11250.0,0.0
part121,1,10770.0,0.0,22500.0,0.0
part121,2,21910.0,0.0,22500.0,0.0
part121,3,32820.0,0.0,22500.0,0.0
part121,4,42880.0,0.0,22500.0,0.0
part121,5,53790.0,0.0,22500.0,0.0
part121,6,65220.0,0.0,22500.0,0.0
part121,7,75390.0,0.0,22500.0,0.0
part121,8,85850.0,0.0,22500.0,0.0
part121,9,96780.0,0.0,22500.0,0.0
part121,10,106730.0,0.0,22500.0,0.0
part121,11,117320.0,0.0,22500.0,0.0
part121,12,106250.0,0.0,22500.0,0.0
part121,13,95050.0,0.0,22500.0,0.0
part122,1,1077.0,0.0,2250.0,0.0
part122,2,2191.0,0.0,2250.0,0.0
part122,3,3282.0,0.0,2250.0,0.0
part122,4,4288.0,0.0,2250.0,0.0
part122,5,5379.0,0.0,2250.0,0.0
part122,6,6522.0,0.0,2250.0,0.0
part122,7,7539.0,0.0,2250.0,0.0
part122,8,8585.0,0.0,2250.0,0.0
part122,9,7478.0,0.0,2250.0,0.0
part122,10,6273.0,0.0,2250.0,0.0
part122,11,5132.0,0.0,2250.0,0.0
part122,12,4025.0,0.0,2250.0,0.0
part122,13,2905.0,0.0,2250.0,0.0
part123,1,9693.0,0.0,18315.0,0.0
part123,2,19719.0,0.0,20250.0,0.0
part123,3,29538.0,0.0,20250.0,0.0
part123,4,38592.0,0.0,20250.0,0.0
part123,5,30546.0,0.0,10287.0,0.0
part123,6,21033.0,0.0,9405.0,0.0
part123,7,10386.0,0.0,9981.0,0.0
part123,8,0.0,0.0,10287.0,0.0
part123,9,0.0,0.0,10170.0,0.0
part123,10,0.0,0.0,20250.0,0.0
part123,11,0.0,0.0,20250.0,0.0
part123,12,0.0,0.0,20250.0,0.0
part123,13,0.0,0.0,20250.0,0.0
part124,1,0.0,-0.0,0.0,0.0
part124,2,0.0,-0.0,0.0,0.0
part124,3,0.0,-0.0,0.0,0.0
part124,4,0.0,-0.0,0.0,0.0
part124,5,0.0,-0.0,0.0,0.0
part124,6,0.0,-0.0,0.0,0.0
part124,7,0.0,-0.0,0.0,0.0
part124,8,0.0,-0.0,0.0,0.0
part124,9,0.0,-0.0,0.0,0.0
part124,10,0.0,-0.0,0.0,0.0
part124,11,0.0,-0.0,0.0,0.0
part124,12,0.0,-0.0,0.0,0.0
part124,13,0.0,-0.0,0.0,0.0
part125,1,7539.0,0.0,13461.0,0.0
part125,2,15337.0,0.0,15750.0,0.0
part125,3,22974.0,0.0,15750.0,0.0
part125,4,30016.0,0.0,15750.0,0.0
part125,5,37653.0,0.0,15750.0,0.0
part125,6,32543.0,0.0,7763.0,0.0
part125,7,24262.0,0.0,8001.0,0.0
part125,8,16184.0,0.0,7910.0,0.0
part125,9,8435.0,0.0,15750.0,0.0
part125,10,0.0,0.0,15750.0,0.0
part125,11,0.0,0.0,15750.0,0.0
part125,12,0.0,0.0,15750.0,0.0
part125,13,0.0,0.0,15750.0,0.0
part126,1,6462.0,0.0,13500.0,0.0
part126,2,13146.0,0.0,13500.0,0.0
part126,3,19692.0,0.0,13500.0,0.0
part126,4,25728.0,0.0,13500.0,0.0
part126,5,32274.0,0.0,13500.0,0.0
part126,6,39132.0,0.0,13500.0,0.0
part126,7,45234.0,0.0,13500.0,0.0
part126,8,51510.0,0.0,13500.0,0.0
part126,9,58068.0,0.0,13500.0,0.0
part126,10,50838.0,0.0,13500.0,0.0
part126,11,43992.0,0.0,13500.0,0.0
part126,12,37350.0,0.0,13500.0,0.0
part126,13,30630.0,0.0,13500.0,0.0
part127,1,2154.0,0.0,4500.0,0.0
part127,2,4382.0,0.0,4500.0,0.0
part127,3,6564.0,0.0,4500.0,0.0
part127,4,8576.0,0.0,4500.0,0.0
part127,5,10758.0,0.0,4500.0,0.0
part127,6,13044.0,0.0,4500.0,0.0
part127,7,15078.0,0.0,4500.0,0.0
part127,8,17170.0,0.0,4500.0,0.0
part127,9,19356.0,0.0,4500.0,0.0
part127,10,21346.0,0.0,4500.0,0.0
part127,11,23464.0,0.0,4500.0,0.0
part127,12,25650.0,0.0,4500.0,0.0
part127,13,23410.0,0.0,4500.0,0.0
part128,1,1077.0,0.0,2241.0,0.0
part128,2,0.0,0.0,1141.0,0.0
part128,3,0.0,0.0,1056.0,0.0
part128,4,0.0,0.0,1141.0,0.0
part128,5,0.0,0.0,1193.0,0.0
part128,6,0.0,0.0,1067.0,0.0
part128,7,0.0,0.0,1096.0,0.0
part128,8,0.0,0.0,1143.0,0.0
part128,9,0.0,0.0,1045.0,0.0
part128,10,0.0,0.0,1109.0,0.0
part128,11,0.0,0.0,1143.0,0.0
part128,12,0.0,0.0,1130.0,0.0
part128,13,0.0,0.0,2250.0,0.0
part129,1,7539.0,0.0,15750.0,0.0
part129,2,15337.0,0.0,15750.0,0.0
part129,3,22974.0,0.0,15750.0,0.0
part129,4,30016.0,0.0,15750.0,0.0
part129,5,37653.0,0.0,15750.0,0.0
part129,6,45654.0,0.0,15750.0,0.0
part129,7,52773.0,0.0,15750.0,0.0
part129,8,44695.0,0.0,15750.0,0.0
part129,9,36946.0,0.0,15750.0,0.0
part129,10,28511.0,0.0,15750.0,0.0
part129,11,20524.0,0.0,15750.0,0.0
part129,12,12775.0,0.0,15750.0,0.0
part129,13,4935.0,0.0,15750.0,0.0
part13,1,8616.0,0.0,1500.0,0.0
part13,2,17528.0,0.0,1500.0,0.0
part13,3,26256.0,0.0,1500.0,0.0
part13,4,34304.0,0.0,1500.0,0.0
part13,5,43032.0,0.0,1500.0,0.0
part13,6,52176.0,0.0,1500.0,0.0
part13,7,60312.0,0.0,1500.0,0.0
part13,8,68680.0,0.0,1500.0,0.0
part13,9,59824.0,0.0,1500.0,0.0
part13,10,50184.0,0.0,1500.0,0.0
part13,11,41056.0,0.0,1500.0,0.0
part13,12,32200.0,0.0,1500.0,0.0
part13,13,23240.0,0.0,1500.0,0.0
part130,1,1077.0,0.0,2250.0,0.0
part130,2,2191.0,0.0,2250.0,0.0
part130,3,3282.0,0.0,2250.0,0.0
part130,4,4288.0,0.0,2250.0,0.0
part130,5,5379.0,0.0,2250.0,0.0
part130,6,6522.0,0.0,2250.0,0.0
part130,7,7539.0,0.0,2250.0,0.0
part130,8,8585.0,0.0,2250.0,0.0
part130,9,7478.0,0.0,2250.0,0.0
part130,10,6273.0,0.0,2250.0,0.0
part130,11,5132.0,0.0,2250.0,0.0
part130,12,4025.0,0.0,2250.0,0.0
part130,13,2905.0,0.0,2250.0,0.0
part131,1,7539.0,0.0,14245.0,0.0
part131,2,15337.0,0.0,15750.0,0.0
part131,3,22974.0,0.0,15750.0,0.0
part131,4,30016.0,0.0,15750.0,0.0
part131,5,23758.0,0.0,8001.0,0.0
part131,6,16359.0,0.0,7315.0,0.0
part131,7,8078.0,0.0,7763.0,0.0
part131,8,0.0,0.0,8001.0,0.0
part131,9,0.0,0.0,7910.0,0.0
part131,10,0.0,0.0,15750.0,0.0
part131,11,0.0,0.0,15750.0,0.0
part131,12,0.0,0.0,15750.0,0.0
part131,13,0.0,0.0,15750.0,0.0
part132,1,1077.0,0.0,2250.0,0.0
part132,2,2191.0,0.0,2250.0,0.0
part132,3,3282.0,0.0,2250.0,0.0
part132,4,4288.0,0.0,2250.0,0.0
part132,5,5379.0,0.0,2250.0,0.0
part132,6,6522.0,0.0,2250.0,0.0
part132,7,7539.0,0.0,2250.0,0.0
part132,8,8585.0,0.0,2250.0,0.0
part132,9,9678.0,0.0,2250.0,0.0
part132,10,10673.0,0.0,2250.0,0.0
part132,11,11732.0,0.0,2250.0,0.0
part132,12,12825.0,0.0,2250.0,0.0
part132,13,11705.0,0.0,2250.0,0.0
part133,1,5385.0,0.0,11250.0,0.0
part133,2,10955.0,0.0,11250.0,0.0
part133,3,16410.0,0.0,11250.0,0.0
part133,4,21440.0,0.0,11250.0,0.0
part133,5,26895.0,0.0,11250.0,0.0
part133,6,32610.0,0.0,11250.0,0.0
part133,7,37695.0,0.0,11250.0,0.0
part133,8,42925.0,0.0,11250.0,0.0
part133,9,48390.0,0.0,11250.0,0.0
part133,10,53365.0,0.0,11250.0,0.0
part133,11,47660.0,0.0,11250.0,0.0
part133,12,42125.0,0.0,11250.0,0.0
part133,13,36525.0,0.0,11250.0,0.0
part134,1,2154.0,0.0,4344.0,0.0
part134,2,4382.0,0.0,4500.0,0.0
part134,3,6564.0,0.0,4500.0,0.0
part134,4,4332.0,0.0,2134.0,0.0
part134,5,2114.0,0.0,2192.0,0.0
part134,6,0.0,0.0,2286.0,0.0
part134,7,0.0,0.0,2090.0,0.0
part134,8,0.0,0.0,2218.0,0.0
part134,9,0.0,0.0,2286.0,0.0
part134,10,0.0,0.0,2260.0,0.0
part134,11,0.0,0.0,4500.0,0.0
part134,12,0.0,0.0,4500.0,0.0
part134,13,0.0,0.0,4500.0,0.0
part135,1,9693.0,0.0,20169.0,0.0
part135,2,0.0,0.0,10269.0,0.0
part135,3,0.0,0.0,9504.0,0.0
part135,4,0.0,0.0,10269.0,0.0
part135,5,0.0,0.0,10737.0,0.0
part135,6,0.0,0.0,9603.0,0.0
part135,7,0.0,0.0,9864.0,0.0
part135,8,0.0,0.0,10287.0,0.0
part135,9,0.0,0.0,9405.0,0.0
part135,10,0.0,0.0,9981.0,0.0
part135,11,0.0,0.0,10287.0,0.0
part135,12,0.0,0.0,10170.0,0.0
part135,13,0.0,0.0,20250.0,0.0
part136,1,9693.0,0.0,20250.0,0.0
part136,2,19719.0,0.0,20250.0,0.0
part136,3,29538.0,0.0,20250.0,0.0
part136,4,38592.0,0.0,20250.0,0.0
part136,5,48411.0,0.0,20250.0,0.0
part136,6,58698.0,0.0,20250.0,0.0
part136,7,67851.0,0.0,20250.0,0.0
part136,8,77265.0,0.0,20250.0,0.0
part136,9,87102.0,0.0,20250.0,0.0
part136,10,76257.0,0.0,20250.0,0.0
part136,11,65988.0,0.0,20250.0,0.0
part136,12,56025.0,0.0,20250.0,0.0
part136,13,45945.0,0.0,20250.0,0.0
part137,1,6462.0,0.0,13446.0,0.0
part137,2,0.0,0.0,6846.0,0.0
part137,3,0.0,0.0,6336.0,0.0
part137,4,0.0,0.0,6846.0,0.0
part137,5,0.0,0.0,7158.0,0.0
part137,6,0.0,0.0,6402.0,0.0
part137,7,0.0,0.0,6576.0,0.0
part137,8,0.0,0.0,6858.0,0.0
part137,9,0.0,0.0,6270.0,0.0
part137,10,0.0,0.0,6654.0,0.0
part137,11,0.0,0.0,6858.0,0.0
part137,12,0.0,0.0,6780.0,0.0
part137,13,0.0,0.0,13500.0,0.0
part138,1,0.0,-0.0,0.0,0.0
part138,2,0.0,-0.0,0.0,0.0
part138,3,0.0,-0.0,0.0,0.0
part138,4,0.0,-0.0,0.0,0.0
part138,5,0.0,-0.0,0.0,0.0
part138,6,0.0,-0.0,0.0,0.0
part138,7,0.0,-0.0,0.0,0.0
part138,8,0.0,-0.0,0.0,0.0
part138,9,0.0,-0.0,0.0,0.0
part138,10,0.0,-0.0,0.0,0.0
part138,11,0.0,-0.0,0.0,0.0
part138,12,0.0,-0.0,0.0,0.0
part138,13,0.0,-0.0,0.0,0.0
part139,1,5385.0,0.0,11250.0,0.0
part139,2,10955.0,0.0,11250.0,0.0
part139,3,16410.0,0.0,11250.0,0.0
part139,4,21440.0,0.0,11250.0,0.0
part139,5,26895.0,0.0,11250.0,0.0
part139,6,32610.0,0.0,11250.0,0.0
part139,7,37695.0,0.0,11250.0,0.0
part139,8,42925.0,0.0,11250.0,0.0
part139,9,48390.0,0.0,11250.0,0.0
part139,10,42365.0,0.0,11250.0,0.0
part139,11,36660.0,0.0,11250.0,0.0
part139,12,31125.0,0.0,11250.0,0.0
part139,13,25525.0,0.0,11250.0,0.0
part14,1,10770.0,0.0,20350.0,0.0
part14,2,21910.0,0.0,22500.0,0.0
part14,3,32820.0,0.0,22500.0,0.0
part14,4,42880.0,0.0,22500.0,0.0
part14,5,33940.0,0.0,11430.0,0.0
part14,6,23370.0,0.0,10450.0,0.0
part14,7,11540.0,0.0,11090.0,0.0
part14,8,0.0,0.0,11430.0,0.0
part14,9,0.0,0.0,11300.0,0.0
part14,10,0.0,0.0,22500.0,0.0
part14,11,0.0,0.0,22500.0,0.0
part14,12,0.0,0.0,22500.0,0.0
part14,13,0.0,0.0,22500.0,0.0
part140,1,10770.0,0.0,22500.0,0.0
part140,2,21910.0,0.0,22500.0,0.0
part140,3,32820.0,0.0,22500.0,0.0
