part_number,time_period,mode,OrderQty,ArrivalQty
part102,9,P,0.0,0.0
part102,9,R,0.0,0.0
part102,10,P,0.0,0.0
part102,10,R,0.0,0.0
part102,11,P,0.0,0.0
part102,11,R,0.0,0.0
part102,12,P,0.0,0.0
part102,12,R,0.0,0.0
part102,13,P,0.0,0.0
part102,13,R,0.0,0.0
part103,1,P,-0.0,0.0
part103,1,R,-0.0,0.0
part103,2,P,-0.0,0.0
part103,2,R,0.0,0.0
part103,3,P,-0.0,0.0
part103,3,R,0.0,0.0
part103,4,P,-0.0,0.0
part103,4,R,0.0,0.0
part103,5,P,-0.0,0.0
part103,5,R,0.0,0.0
part103,6,P,0.0,0.0
part103,6,R,0.0,0.0
part103,7,P,0.0,0.0
part103,7,R,0.0,0.0
part103,8,P,0.0,0.0
part103,8,R,0.0,0.0
part103,9,P,0.0,0.0
part103,9,R,0.0,0.0
part103,10,P,0.0,0.0
part103,10,R,0.0,0.0
part103,11,P,0.0,0.0
part103,11,R,0.0,0.0
part103,12,P,0.0,0.0
part103,12,R,0.0,0.0
part103,13,P,0.0,0.0
part103,13,R,0.0,0.0
part104,1,P,0.0,0.0
part104,1,R,78.0,0.0
part104,2,P,0.0,0.0
part104,2,R,0.0,0.0
part104,3,P,0.0,0.0
part104,3,R,0.0,0.0
part104,4,P,0.0,0.0
part104,4,R,1183.0,78.0
part104,5,P,0.0,0.0
part104,5,R,1154.0,0.0
part104,6,P,0.0,0.0
part104,6,R,1107.0,0.0
part104,7,P,0.0,0.0
part104,7,R,1205.0,1183.0
part104,8,P,0.0,0.0
part104,8,R,1141.0,1154.0
part104,9,P,0.0,0.0
part104,9,R,1107.0,1107.0
part104,10,P,0.0,0.0
part104,10,R,1120.0,1205.0
part104,11,P,0.0,0.0
part104,11,R,0.0,1141.0
part104,12,P,0.0,0.0
part104,12,R,0.0,1107.0
part104,13,P,0.0,0.0
part104,13,R,0.0,1120.0
part105,1,P,0.0,0.0
part105,1,R,0.0,0.0
part105,2,P,0.0,0.0
part105,2,R,0.0,0.0
part105,3,P,0.0,0.0
part105,3,R,0.0,0.0
part105,4,P,0.0,0.0
part105,4,R,0.0,0.0
part105,5,P,0.0,0.0
part105,5,R,0.0,0.0
part105,6,P,0.0,0.0
part105,6,R,0.0,0.0
part105,7,P,0.0,0.0
part105,7,R,0.0,0.0
part105,8,P,0.0,0.0
part105,8,R,0.0,0.0
part105,9,P,0.0,0.0
part105,9,R,0.0,0.0
part105,10,P,0.0,0.0
part105,10,R,0.0,0.0
part105,11,P,0.0,0.0
part105,11,R,0.0,0.0
part105,12,P,0.0,0.0
part105,12,R,0.0,0.0
part105,13,P,0.0,0.0
part105,13,R,0.0,0.0
part106,1,P,-0.0,0.0
part106,1,R,-0.0,0.0
part106,2,P,-0.0,0.0
part106,2,R,-0.0,0.0
part106,3,P,-0.0,0.0
part106,3,R,-0.0,0.0
part106,4,P,-0.0,0.0
part106,4,R,-0.0,0.0
part106,5,P,-0.0,0.0
part106,5,R,-0.0,0.0
part106,6,P,-0.0,0.0
part106,6,R,-0.0,0.0
part106,7,P,-0.0,0.0
part106,7,R,0.0,0.0
part106,8,P,-0.0,0.0
part106,8,R,0.0,0.0
part106,9,P,-0.0,0.0
part106,9,R,0.0,0.0
part106,10,P,0.0,0.0
part106,10,R,0.0,0.0
part106,11,P,0.0,0.0
part106,11,R,0.0,0.0
part106,12,P,0.0,0.0
part106,12,R,0.0,0.0
part106,13,P,0.0,0.0
part106,13,R,0.0,0.0
part107,1,P,0.0,0.0
part107,1,R,0.0,0.0
part107,2,P,0.0,0.0
part107,2,R,0.0,0.0
part107,3,P,0.0,0.0
part107,3,R,0.0,0.0
part107,4,P,0.0,0.0
part107,4,R,0.0,0.0
part107,5,P,0.0,0.0
part107,5,R,0.0,0.0
part107,6,P,0.0,0.0
part107,6,R,0.0,0.0
part107,7,P,0.0,0.0
part107,7,R,0.0,0.0
part107,8,P,0.0,0.0
part107,8,R,0.0,0.0
part107,9,P,0.0,0.0
part107,9,R,0.0,0.0
part107,10,P,0.0,0.0
part107,10,R,0.0,0.0
part107,11,P,0.0,0.0
part107,11,R,0.0,0.0
part107,12,P,0.0,0.0
part107,12,R,0.0,0.0
part107,13,P,0.0,0.0
part107,13,R,0.0,0.0
part108,1,P,0.0,0.0
part108,1,R,36.0,0.0
part108,2,P,0.0,0.0
part108,2,R,4436.0,36.0
part108,3,P,0.0,0.0
part108,3,R,4776.0,4436.0
part108,4,P,0.0,0.0
part108,4,R,4436.0,4776.0
part108,5,P,0.0,0.0
part108,5,R,4228.0,4436.0
part108,6,P,0.0,0.0
part108,6,R,4732.0,4228.0
part108,7,P,0.0,0.0
part108,7,R,4616.0,4732.0
part108,8,P,0.0,0.0
part108,8,R,4428.0,4616.0
part108,9,P,0.0,0.0
part108,9,R,4820.0,4428.0
part108,10,P,0.0,0.0
part108,10,R,4564.0,4820.0
part108,11,P,0.0,0.0
part108,11,R,4428.0,4564.0
part108,12,P,0.0,0.0
part108,12,R,4480.0,4428.0
part108,13,P,0.0,0.0
part108,13,R,0.0,4480.0
part109,1,P,0.0,0.0
part109,1,R,45.0,0.0
part109,2,P,0.0,0.0
part109,2,R,5545.0,45.0
part109,3,P,0.0,0.0
part109,3,R,5970.0,5545.0
part109,4,P,0.0,0.0
part109,4,R,5545.0,5970.0
part109,5,P,0.0,0.0
part109,5,R,5285.0,5545.0
part109,6,P,0.0,0.0
part109,6,R,5915.0,5285.0
part109,7,P,0.0,0.0
part109,7,R,5770.0,5915.0
part109,8,P,0.0,0.0
part109,8,R,5535.0,5770.0
part109,9,P,0.0,0.0
part109,9,R,6025.0,5535.0
part109,10,P,0.0,0.0
part109,10,R,5705.0,6025.0
part109,11,P,0.0,0.0
part109,11,R,5535.0,5705.0
part109,12,P,0.0,0.0
part109,12,R,5600.0,5535.0
part109,13,P,0.0,0.0
part109,13,R,0.0,5600.0
part11,1,P,0.0,0.0
part11,1,R,1000.0,0.0
part11,2,P,0.0,0.0
part11,2,R,1000.0,0.0
part11,3,P,0.0,0.0
part11,3,R,1000.0,0.0
part11,4,P,0.0,0.0
part11,4,R,1000.0,0.0
part11,5,P,0.0,0.0
part11,5,R,1000.0,1000.0
part11,6,P,0.0,0.0
part11,6,R,1000.0,1000.0
part11,7,P,0.0,0.0
part11,7,R,1000.0,1000.0
part11,8,P,0.0,0.0
part11,8,R,1000.0,1000.0
part11,9,P,0.0,0.0
part11,9,R,1000.0,1000.0
part11,10,P,1000.0,0.0
part11,10,R,0.0,1000.0
part11,11,P,1000.0,1000.0
part11,11,R,0.0,1000.0
part11,12,P,1000.0,1000.0
part11,12,R,0.0,1000.0
part11,13,P,0.0,1000.0
part11,13,R,0.0,1000.0
part110,1,P,0.0,0.0
part110,1,R,1290.0,0.0
part110,2,P,0.0,0.0
part110,2,R,0.0,0.0
part110,3,P,0.0,0.0
part110,3,R,0.0,0.0
part110,4,P,0.0,0.0
part110,4,R,0.0,0.0
part110,5,P,0.0,0.0
part110,5,R,6642.0,1290.0
part110,6,P,0.0,0.0
part110,6,R,7230.0,0.0
part110,7,P,0.0,0.0
part110,7,R,6846.0,0.0
part110,8,P,0.0,0.0
part110,8,R,6642.0,0.0
part110,9,P,0.0,0.0
part110,9,R,6720.0,6642.0
part110,10,P,0.0,0.0
part110,10,R,0.0,7230.0
part110,11,P,0.0,0.0
part110,11,R,0.0,6846.0
part110,12,P,0.0,0.0
part110,12,R,0.0,6642.0
part110,13,P,0.0,0.0
part110,13,R,0.0,6720.0
part111,1,P,0.0,0.0
part111,1,R,2943.0,0.0
part111,2,P,0.0,0.0
part111,2,R,0.0,0.0
part111,3,P,0.0,0.0
part111,3,R,0.0,0.0
part111,4,P,0.0,0.0
part111,4,R,0.0,0.0
part111,5,P,0.0,0.0
part111,5,R,0.0,0.0
part111,6,P,0.0,0.0
part111,6,R,10269.0,2943.0
part111,7,P,0.0,0.0
part111,7,R,9963.0,0.0
part111,8,P,0.0,0.0
part111,8,R,10080.0,0.0
part111,9,P,0.0,0.0
part111,9,R,0.0,0.0
part111,10,P,0.0,0.0
part111,10,R,0.0,0.0
part111,11,P,0.0,0.0
part111,11,R,0.0,10269.0
part111,12,P,0.0,0.0
part111,12,R,0.0,9963.0
part111,13,P,0.0,0.0
part111,13,R,0.0,10080.0
part112,1,P,0.0,0.0
part112,1,R,0.0,0.0
part112,2,P,0.0,0.0
part112,2,R,0.0,0.0
part112,3,P,0.0,0.0
part112,3,R,0.0,0.0
part112,4,P,0.0,0.0
part112,4,R,0.0,0.0
part112,5,P,0.0,0.0
part112,5,R,0.0,0.0
part112,6,P,0.0,0.0
part112,6,R,0.0,0.0
part112,7,P,0.0,0.0
part112,7,R,0.0,0.0
part112,8,P,0.0,0.0
part112,8,R,0.0,0.0
part112,9,P,0.0,0.0
part112,9,R,0.0,0.0
part112,10,P,0.0,0.0
part112,10,R,0.0,0.0
part112,11,P,0.0,0.0
part112,11,R,0.0,0.0
part112,12,P,0.0,0.0
part112,12,R,0.0,0.0
part112,13,P,0.0,0.0
part112,13,R,0.0,0.0
part113,1,P,0.0,0.0
part113,1,R,0.0,0.0
part113,2,P,0.0,0.0
part113,2,R,0.0,0.0
part113,3,P,0.0,0.0
part113,3,R,0.0,0.0
part113,4,P,0.0,0.0
part113,4,R,0.0,0.0
part113,5,P,0.0,0.0
part113,5,R,0.0,0.0
part113,6,P,0.0,0.0
part113,6,R,0.0,0.0
part113,7,P,0.0,0.0
part113,7,R,0.0,0.0
part113,8,P,0.0,0.0
part113,8,R,0.0,0.0
part113,9,P,0.0,0.0
part113,9,R,0.0,0.0
part113,10,P,0.0,0.0
part113,10,R,0.0,0.0
part113,11,P,0.0,0.0
part113,11,R,0.0,0.0
part113,12,P,0.0,0.0
part113,12,R,0.0,0.0
part113,13,P,0.0,0.0
part113,13,R,0.0,0.0
part114,1,P,0.0,0.0
part114,1,R,0.0,0.0
part114,2,P,0.0,0.0
part114,2,R,0.0,0.0
part114,3,P,0.0,0.0
part114,3,R,0.0,0.0
part114,4,P,0.0,0.0
part114,4,R,0.0,0.0
part114,5,P,0.0,0.0
part114,5,R,0.0,0.0
part114,6,P,0.0,0.0
part114,6,R,0.0,0.0
part114,7,P,0.0,0.0
part114,7,R,0.0,0.0
part114,8,P,0.0,0.0
part114,8,R,0.0,0.0
part114,9,P,0.0,0.0
part114,9,R,0.0,0.0
part114,10,P,0.0,0.0
part114,10,R,0.0,0.0
part114,11,P,0.0,0.0
part114,11,R,0.0,0.0
part114,12,P,0.0,0.0
part114,12,R,0.0,0.0
part114,13,P,0.0,0.0
part114,13,R,0.0,0.0
part115,1,P,0.0,0.0
part115,1,R,0.0,0.0
part115,2,P,0.0,0.0
part115,2,R,0.0,0.0
part115,3,P,0.0,0.0
part115,3,R,0.0,0.0
part115,4,P,0.0,0.0
part115,4,R,0.0,0.0
part115,5,P,0.0,0.0
part115,5,R,0.0,0.0
part115,6,P,0.0,0.0
part115,6,R,0.0,0.0
part115,7,P,0.0,0.0
part115,7,R,0.0,0.0
part115,8,P,0.0,0.0
part115,8,R,0.0,0.0
part115,9,P,0.0,0.0
part115,9,R,0.0,0.0
part115,10,P,0.0,0.0
part115,10,R,0.0,0.0
part115,11,P,0.0,0.0
part115,11,R,0.0,0.0
part115,12,P,0.0,0.0
part115,12,R,0.0,0.0
part115,13,P,0.0,0.0
part115,13,R,0.0,0.0
part116,1,P,0.0,0.0
part116,1,R,0.0,0.0
part116,2,P,0.0,0.0
part116,2,R,0.0,0.0
part116,3,P,0.0,0.0
part116,3,R,0.0,0.0
part116,4,P,0.0,0.0
part116,4,R,0.0,0.0
part116,5,P,0.0,0.0
part116,5,R,0.0,0.0
part116,6,P,0.0,0.0
part116,6,R,0.0,0.0
part116,7,P,0.0,0.0
part116,7,R,0.0,0.0
part116,8,P,0.0,0.0
part116,8,R,0.0,0.0
part116,9,P,0.0,0.0
part116,9,R,0.0,0.0
part116,10,P,0.0,0.0
part116,10,R,0.0,0.0
part116,11,P,0.0,0.0
part116,11,R,0.0,0.0
part116,12,P,0.0,0.0
part116,12,R,0.0,0.0
part116,13,P,0.0,0.0
part116,13,R,0.0,0.0
part117,1,P,0.0,0.0
part117,1,R,0.0,0.0
part117,2,P,0.0,0.0
part117,2,R,0.0,0.0
part117,3,P,0.0,0.0
part117,3,R,0.0,0.0
part117,4,P,0.0,0.0
part117,4,R,0.0,0.0
part117,5,P,0.0,0.0
part117,5,R,0.0,0.0
part117,6,P,0.0,0.0
part117,6,R,0.0,0.0
part117,7,P,0.0,0.0
part117,7,R,0.0,0.0
part117,8,P,0.0,0.0
part117,8,R,0.0,0.0
part117,9,P,0.0,0.0
part117,9,R,0.0,0.0
part117,10,P,0.0,0.0
part117,10,R,0.0,0.0
part117,11,P,0.0,0.0
part117,11,R,0.0,0.0
part117,12,P,0.0,0.0
part117,12,R,0.0,0.0
part117,13,P,0.0,0.0
part117,13,R,0.0,0.0
part118,1,P,0.0,0.0
part118,1,R,1962.0,0.0
part118,2,P,0.0,0.0
part118,2,R,0.0,0.0
part118,3,P,0.0,0.0
part118,3,R,0.0,0.0
part118,4,P,0.0,0.0
part118,4,R,0.0,0.0
part118,5,P,0.0,0.0
part118,5,R,0.0,0.0
part118,6,P,0.0,0.0
part118,6,R,6846.0,1962.0
part118,7,P,0.0,0.0
part118,7,R,6642.0,0.0
part118,8,P,0.0,0.0
part118,8,R,6720.0,0.0
part118,9,P,0.0,0.0
part118,9,R,0.0,0.0
part118,10,P,0.0,0.0
part118,10,R,0.0,0.0
part118,11,P,0.0,0.0
part118,11,R,0.0,6846.0
part118,12,P,0.0,0.0
part118,12,R,0.0,6642.0
part118,13,P,0.0,0.0
part118,13,R,0.0,6720.0
part119,1,P,0.0,0.0
part119,1,R,3750.0,0.0
part119,2,P,0.0,0.0
part119,2,R,0.0,0.0
part119,3,P,0.0,0.0
part119,3,R,0.0,0.0
part119,4,P,0.0,0.0
part119,4,R,0.0,0.0
part119,5,P,0.0,0.0
part119,5,R,0.0,0.0
part119,6,P,0.0,0.0
part119,6,R,0.0,0.0
part119,7,P,0.0,0.0
part119,7,R,11200.0,3750.0
part119,8,P,0.0,0.0
part119,8,R,0.0,0.0
part119,9,P,0.0,0.0
part119,9,R,0.0,0.0
part119,10,P,0.0,0.0
part119,10,R,0.0,0.0
part119,11,P,0.0,0.0
part119,11,R,0.0,0.0
part119,12,P,0.0,0.0
part119,12,R,0.0,0.0
part119,13,P,0.0,0.0
part119,13,R,0.0,11200.0
part12,1,P,0.0,0.0
part12,1,R,1308.0,0.0
part12,2,P,0.0,0.0
part12,2,R,0.0,0.0
part12,3,P,0.0,0.0
part12,3,R,0.0,0.0
part12,4,P,0.0,0.0
part12,4,R,0.0,0.0
part12,5,P,0.0,0.0
part12,5,R,0.0,0.0
part12,6,P,0.0,0.0
part12,6,R,4564.0,1308.0
part12,7,P,0.0,0.0
part12,7,R,4428.0,0.0
part12,8,P,0.0,0.0
part12,8,R,4480.0,0.0
part12,9,P,0.0,0.0
part12,9,R,0.0,0.0
part12,10,P,0.0,0.0
part12,10,R,0.0,0.0
part12,11,P,0.0,0.0
part12,11,R,0.0,4564.0
part12,12,P,0.0,0.0
part12,12,R,0.0,4428.0
part12,13,P,0.0,0.0
part12,13,R,0.0,4480.0
part120,1,P,0.0,0.0
part120,1,R,560.0,0.0
part120,2,P,0.0,0.0
part120,2,R,0.0,0.0
part120,3,P,0.0,0.0
part120,3,R,5545.0,560.0
part120,4,P,0.0,0.0
part120,4,R,5285.0,0.0
part120,5,P,0.0,0.0
part120,5,R,5915.0,5545.0
part120,6,P,0.0,0.0
part120,6,R,5770.0,5285.0
part120,7,P,0.0,0.0
part120,7,R,5535.0,5915.0
part120,8,P,0.0,0.0
part120,8,R,6025.0,5770.0
part120,9,P,0.0,0.0
part120,9,R,5705.0,5535.0
part120,10,P,0.0,0.0
part120,10,R,5535.0,6025.0
part120,11,P,0.0,0.0
part120,11,R,5600.0,5705.0
part120,12,P,0.0,0.0
part120,12,R,0.0,5535.0
part120,13,P,0.0,0.0
part120,13,R,0.0,5600.0
part121,1,P,0.0,0.0
part121,1,R,0.0,0.0
part121,2,P,0.0,0.0
part121,2,R,0.0,0.0
part121,3,P,0.0,0.0
part121,3,R,0.0,0.0
part121,4,P,0.0,0.0
part121,4,R,0.0,0.0
part121,5,P,0.0,0.0
part121,5,R,0.0,0.0
part121,6,P,0.0,0.0
part121,6,R,0.0,0.0
part121,7,P,0.0,0.0
part121,7,R,0.0,0.0
part121,8,P,0.0,0.0
part121,8,R,0.0,0.0
part121,9,P,0.0,0.0
part121,9,R,0.0,0.0
part121,10,P,0.0,0.0
part121,10,R,0.0,0.0
part121,11,P,0.0,0.0
part121,11,R,0.0,0.0
part121,12,P,0.0,0.0
part121,12,R,0.0,0.0
part121,13,P,0.0,0.0
part121,13,R,0.0,0.0
part122,1,P,0.0,0.0
part122,1,R,0.0,0.0
part122,2,P,0.0,0.0
part122,2,R,0.0,0.0
part122,3,P,0.0,0.0
part122,3,R,0.0,0.0
part122,4,P,0.0,0.0
part122,4,R,0.0,0.0
part122,5,P,0.0,0.0
part122,5,R,0.0,0.0
part122,6,P,0.0,0.0
part122,6,R,0.0,0.0
part122,7,P,0.0,0.0
part122,7,R,0.0,0.0
part122,8,P,0.0,0.0
part122,8,R,0.0,0.0
part122,9,P,0.0,0.0
part122,9,R,0.0,0.0
part122,10,P,0.0,0.0
part122,10,R,0.0,0.0
part122,11,P,0.0,0.0
part122,11,R,0.0,0.0
part122,12,P,0.0,0.0
part122,12,R,0.0,0.0
part122,13,P,0.0,0.0
part122,13,R,0.0,0.0
part123,1,P,0.0,0.0
part123,1,R,1935.0,0.0
part123,2,P,0.0,0.0
part123,2,R,0.0,0.0
part123,3,P,0.0,0.0
part123,3,R,0.0,0.0
part123,4,P,0.0,0.0
part123,4,R,0.0,0.0
part123,5,P,0.0,0.0
part123,5,R,9963.0,1935.0
part123,6,P,0.0,0.0
part123,6,R,10845.0,0.0
part123,7,P,0.0,0.0
part123,7,R,10269.0,0.0
part123,8,P,0.0,0.0
part123,8,R,9963.0,0.0
part123,9,P,0.0,0.0
part123,9,R,10080.0,9963.0
part123,10,P,0.0,0.0
part123,10,R,0.0,10845.0
part123,11,P,0.0,0.0
part123,11,R,0.0,10269.0
part123,12,P,0.0,0.0
part123,12,R,0.0,9963.0
part123,13,P,0.0,0.0
part123,13,R,0.0,10080.0
part124,1,P,-0.0,0.0
part124,1,R,-0.0,0.0
part124,2,P,-0.0,0.0
part124,2,R,-0.0,0.0
part124,3,P,-0.0,0.0
part124,3,R,-0.0,0.0
part124,4,P,-0.0,0.0
part124,4,R,-0.0,0.0
part124,5,P,-0.0,0.0
part124,5,R,0.0,0.0
part124,6,P,-0.0,0.0
part124,6,R,0.0,0.0
part124,7,P,-0.0,0.0
part124,7,R,0.0,0.0
part124,8,P,0.0,0.0
part124,8,R,0.0,0.0
part124,9,P,0.0,0.0
part124,9,R,0.0,0.0
part124,10,P,0.0,0.0
part124,10,R,0.0,0.0
part124,11,P,0.0,0.0
part124,11,R,0.0,0.0
part124,12,P,0.0,0.0
part124,12,R,0.0,0.0
part124,13,P,0.0,0.0
part124,13,R,0.0,0.0
part125,1,P,0.0,0.0
part125,1,R,2289.0,0.0
part125,2,P,0.0,0.0
part125,2,R,0.0,0.0
part125,3,P,0.0,0.0
part125,3,R,0.0,0.0
part125,4,P,0.0,0.0
part125,4,R,0.0,0.0
part125,5,P,0.0,0.0
part125,5,R,0.0,0.0
part125,6,P,0.0,0.0
part125,6,R,7987.0,2289.0
part125,7,P,0.0,0.0
part125,7,R,7749.0,0.0
part125,8,P,0.0,0.0
part125,8,R,7840.0,0.0
part125,9,P,0.0,0.0
part125,9,R,0.0,0.0
part125,10,P,0.0,0.0
part125,10,R,0.0,0.0
part125,11,P,0.0,0.0
part125,11,R,0.0,7987.0
part125,12,P,0.0,0.0
part125,12,R,0.0,7749.0
part125,13,P,0.0,0.0
part125,13,R,0.0,7840.0
part126,1,P,0.0,0.0
part126,1,R,0.0,0.0
part126,2,P,0.0,0.0
part126,2,R,0.0,0.0
part126,3,P,0.0,0.0
part126,3,R,0.0,0.0
part126,4,P,0.0,0.0
part126,4,R,0.0,0.0
part126,5,P,0.0,0.0
part126,5,R,0.0,0.0
part126,6,P,0.0,0.0
part126,6,R,0.0,0.0
part126,7,P,0.0,0.0
part126,7,R,0.0,0.0
part126,8,P,0.0,0.0
part126,8,R,0.0,0.0
part126,9,P,0.0,0.0
part126,9,R,0.0,0.0
part126,10,P,0.0,0.0
part126,10,R,0.0,0.0
part126,11,P,0.0,0.0
part126,11,R,0.0,0.0
part126,12,P,0.0,0.0
part126,12,R,0.0,0.0
part126,13,P,0.0,0.0
part126,13,R,0.0,0.0
part127,1,P,0.0,0.0
part127,1,R,0.0,0.0
part127,2,P,0.0,0.0
part127,2,R,0.0,0.0
part127,3,P,0.0,0.0
part127,3,R,0.0,0.0
part127,4,P,0.0,0.0
part127,4,R,0.0,0.0
part127,5,P,0.0,0.0
part127,5,R,0.0,0.0
part127,6,P,0.0,0.0
part127,6,R,0.0,0.0
part127,7,P,0.0,0.0
part127,7,R,0.0,0.0
part127,8,P,0.0,0.0
part127,8,R,0.0,0.0
part127,9,P,0.0,0.0
part127,9,R,0.0,0.0
part127,10,P,0.0,0.0
part127,10,R,0.0,0.0
part127,11,P,0.0,0.0
part127,11,R,0.0,0.0
part127,12,P,0.0,0.0
part127,12,R,0.0,0.0
part127,13,P,0.0,0.0
part127,13,R,0.0,0.0
part128,1,P,0.0,0.0
part128,1,R,9.0,0.0
part128,2,P,0.0,0.0
part128,2,R,1109.0,9.0
part128,3,P,0.0,0.0
part128,3,R,1194.0,1109.0
part128,4,P,0.0,0.0
part128,4,R,1109.0,1194.0
part128,5,P,0.0,0.0
part128,5,R,1057.0,1109.0
part128,6,P,0.0,0.0
part128,6,R,1183.0,1057.0
part128,7,P,0.0,0.0
part128,7,R,1154.0,1183.0
part128,8,P,0.0,0.0
part128,8,R,1107.0,1154.0
part128,9,P,0.0,0.0
part128,9,R,1205.0,1107.0
part128,10,P,0.0,0.0
part128,10,R,1141.0,1205.0
part128,11,P,0.0,0.0
part128,11,R,1107.0,1141.0
part128,12,P,0.0,0.0
part128,12,R,1120.0,1107.0
part128,13,P,0.0,0.0
part128,13,R,0.0,1120.0
part129,1,P,0.0,0.0
part129,1,R,0.0,0.0
part129,2,P,0.0,0.0
part129,2,R,0.0,0.0
part129,3,P,0.0,0.0
part129,3,R,0.0,0.0
part129,4,P,0.0,0.0
part129,4,R,0.0,0.0
part129,5,P,0.0,0.0
part129,5,R,0.0,0.0
part129,6,P,0.0,0.0
part129,6,R,0.0,0.0
part129,7,P,0.0,0.0
part129,7,R,0.0,0.0
part129,8,P,0.0,0.0
part129,8,R,0.0,0.0
part129,9,P,0.0,0.0
part129,9,R,0.0,0.0
part129,10,P,0.0,0.0
part129,10,R,0.0,0.0
part129,11,P,0.0,0.0
part129,11,R,0.0,0.0
part129,12,P,0.0,0.0
part129,12,R,0.0,0.0
part129,13,P,0.0,0.0
part129,13,R,0.0,0.0
